category,question,answer
کتابگردی,چطور می‌توانم تخلف یک کاربر در کتابگردی را گزارش بدهم؟,"دوست عزیز، سلام.

پایین هر نظر یا بریده، می‌تونید روی عبارت «گزارش تخلف» بزنید تا همکاران ما موضوع رو بررسی کنن. ممنونیم که طاقچه رو دغدغه‌مند دنبال می‌کنید."
کتابگردی,چطور می‌توانم از پاسخی که به نظرم داده شده باخبر شوم؟,"دوست عزیز، سلام.

در قسمت «حساب‌کاربری» به بخش «نظرهای من» برید. زیر هرکدوم از نظرهاتون، روی آیکون «پاسخ» بزنید تا بتونید پاسخ‌های دیگران به اون نظر رو ببینید."
کتابگردی,اگر به اشتباه روی نظر کاربری گزارش تخلف بزنم چجوری می‌تونم حذف اش کنم,"دوست عزیز، سلام.

جای نگرانی وجود نداره. ما نظرات رو بر اساس ملاک‌های دیگه‌ای به‌جز گزارش تخلف هم بررسی می‌کنیم.
ممنون که با دغدغه‌مندی ما رو دنبال می‌کنید."
کتاب‌های من,چرا برخی کتاب‌ها غلط املایی یا ویراستاری دارند؟,"دوست عزیز، سلام.

ما توی طاقچه فایل اصلی هر کتاب‌ رو از ناشر می‌گیریم و اون رو بدون تغییر منتشر می‌کنیم. غلط‌هایی که مدنظر شماست، احتمالاً توی فایل اصلی کتاب هم وجود داره. برای اصلاح، لازمه صاحب اصلی اثر (ناشر) اون رو ویرایش کنه و فایل اصلاح‌شده رو با فایل قبلی جایگزین کنه."
کتاب‌های من,قبلا کتاب را خریده بودم اما گوشی‌ام را عوض کرده‌ام. چه کار کنم دوباره به کتاب‌هایم دسترسی داشته باشم؟,"دوست عزیز، سلام.

نگران نباشید. همه‌ٔ کتاب‌هایی که از طاقچه می‌خرید، همیشه توی سامانه‌ٔ ابری طاقچه محفوظ می‌مونه. برای دسترسی به اون‌ها کافیه با حساب کاربری‌تون وارد بشید، به بخش «کتاب‌های من» برید و کتاب‌هایی رو که خریده بودید، دوباره (به‌صورت رایگان) دریافت کنید."
کتاب‌های من,گوشی‌ام را عوض نکرده‌ام اما کتاب را پیدا نمی‌کنم,"دوست عزیز، سلام.

نگران نباشید. توی قسمت «جست‌وجو» اسم کتاب رو جست‌وجو کنید. بعد روی گزینه‌ٔ «دریافت» بزنید و کتاب رو دانلود کنید. اگه همچنان مشکل حل نشد، به ما پیام بدید. همکاران ما پیگیری می‌کنن."
کتاب‌های من,تعداد صفحه‌های کتاب که در توضیحات نوشته شده با چیزی که در کتابخوان نمایش داده می‌شود متفاوت است.,"دوست عزیز، سلام.

تعداد صفحاتی که در بخش جزئیات کتاب نشون داده می‌شه، مربوط به نسخه‌ٔ چاپی کتابه. وقتی کتاب الکترونیکی رو با فرمت ایپاب (ePUB) دریافت می‌کنید، برای اینکه راحت‌تر بتونید متن رو بخونید، اندازه‌ٔ صفحه‌ٔ کتاب متناسب با اندازه‌ٔ صفحه‌ٔ موبایل شما تغییر می‌کنه. از طرف دیگه، وقتی اندازه‌ٔ قلم رو تغییر می‌دید و بزرگ یا کوچیکش می‌کنید، تعداد صفحه‌ها هم تغییر می‌کنه."
کتاب‌های من,"هنگام مطالعه‌ٔ کتاب، بعضی شماره صفحه‌ها تکرار می‌شوند یا بعضی شماره‌ها پرش دارند.","دوست عزیز، سلام.

شماره صفحهٔ هر کتاب توی نسخهٔ ای‌پاب تقریبیه. تکرار یا پیوسته نبودن شمارهٔ صفحات ممکنه برای بعضی کتاب‌ها پیش بیاد ولی خیالتون راحت، به‌خاطر حذف‌شدن متن کتاب نیست."
کتاب‌های من,چگونه کتاب‌ها و مجلات را به لیست علاقه‌مندی‌هایم اضافه کنم؟,"اندروید: 

دوست عزیز، سلام.

توی صفحهٔ جزئیات کتاب دلخواهتون، روی علامت نشانک (بوک‌مارک) بزنید تا نشان بشه. برای مشاهد‌ه‌ٔ کتاب‌های نشان‌شده به قسمت «کتاب‌های من» برید. بالای صفحه روی نوار «قفسه‌ها» بزنید. در صفحهٔ جدید، بین اسم قفسه‌ها، دکمهٔ «نشان‌شده» رو پیدا کنید و بزنید روش. در صفحهٔ جدید می‌تونید کتاب‌های نشان‌شده‌تون رو ببینید.

ios: 

دوست عزیز، سلام.

توی صفحهٔ جزئیات کتاب دلخواهتون، روی علامت نشانک (بوک‌مارک) بزنید تا نشان بشه. برای مشاهد‌ه‌ٔ کتاب‌های نشان‌شده به قسمت «کتاب‌های من» برید. بالای صفحه روی نوار «همهٔ کتاب‌ها» بزنید. در صفحهٔ جدید، بین اسم قفسه‌ها، دکمهٔ «نشان‌شده» رو پیدا کنید و بزنید روش. در صفحهٔ جدید می‌تونید کتاب‌های نشان‌شده‌تون رو ببینید.

web: 

دوست عزیز، سلام.

توی سایت طاقچه کنار جلد کتاب دلخواهتون، علامت نشانک (بوک‌مارک) قرار داره. روی این علامت بزنید تا رنگش سبز بشه و کتاب در بخش کتاب‌های نشان‌شده قرار بگیره. برای دیدن کتاب‌های نشان‌شده توی سایت طاقچه، فهرست کاربری رو باز کنید. روی گزینهٔ «کتاب‌های من» بزنید. در صفحهٔ جدید، بالای صفحه، روی عبارت «نشان‌شده‌ها» بزنید."
کتاب‌های من,کتاب را خریده‌ام اما کتاب در بخش «کتاب‌های من» نیست؟,"دوست عزیز، سلام.

خریدتون موفق بوده. اگه کتاب رو در قسمت «کتاب‌های من» نمی‌بینید، اسم کتاب رو توی قسمت «جست‌وجو» بنویسید. کتاب موردنظرتون رو انتخاب کنید. دکمهٔ «خرید» یا «مطالعه» رو بزنید تا به‌صورت رایگان کتاب رو دریافت کنید."
کتاب‌های من,چگونه در متن کتاب جست‌وجو کنم؟,"دوست عزیز، سلام.

اگه کتابتون فرمت ای‌پاب (ePUB) داره، روی متنِ کتاب بزنید تا بالای صفحه نوار امکانات ظاهر بشه. روی تصویر «ذره‌بین» بزنید و عبارت موردنظرتون رو جست‌وجو کنید. کتاب‌های پی‌دی‌اف، جست‌وجوپذیر نیستن."
کتاب‌های من,رسا,"اندروید و آی‌اواس:

دوست عزیز، سلام.

وقتی دارید در کتابخوان ای‌پاب (ePUB) کتاب می‌خونید، انگشتتون رو چند ثانیه روی قسمتی که می‌خواید علامت بزنید یا یادداشت بذارید، نگه دارید تا گزینه‌های «علامت»، «یادداشت» و «اشتراک» ظاهر بشن. با انتخاب گزینهٔ «علامت» می‌تونید قسمت موردنظرتون رو با پنج رنگ مختلف علامت‌گذاری کنید. همین‌طور با استفاده از گزینهٔ «یاداشت» می‌تونید متن موردنظرتون رو دربارهٔ قسمتی که انتخاب کردید، یادداشت کنید. با انتخاب گزینهٔ «اشتراک» هم می‌تونید متن موردنظرتون رو با دوستانتون به اشتراک بذارید.


یادآوری: در کتابخوان پی‌دی‌اف (PDF) این امکانات وجود نداره.

ویندوز:

دوست عزیز، سلام

وقتی دارید کتاب ای‌پابی رو می‌خونید، قسمتی رو که می‌خواید علامت بزنید یا یادداشت بذارید، با ماوس انتخاب کنید تا کادر یادداشت‌نویسی و علامت‌گذاری ظاهر بشه. با انتخاب رنگ دلخواهتون، می‌تونید قسمت موردنظر رو با اون رنگ علامت‌گذاری کنید. همین‌طور با زدن روی عبارت «متن یاداشت»، می‌تونید متن موردنظرتون رو دربارهٔ قسمتی که انتخاب کردید، یادداشت کنید.

در کتاب‌های با فرمت پی‌دی‌اف:

دوست عزیز، سلام.

فرمت کتابی که درحال مطالعه اون هستید پی‌دی‌اف هستش. کتاب‌های (PDF) شامل مجلات، روزنامه‌ها، کتاب‌های درسی (شامل فرمول و جدول) و کتاب‌های قدیمی اسکن شده هستند که امکان هایلایت و یادداشت گذاری در متن اون‌ها وجود نداره."
کتاب‌های من,چطور کتاب‌ها را از قسمت «کتاب‌های من» پاک کنم؟,"اگر از سیستم عامل اندرویدی استفاده می‌کنید:

دوست عزیز، سلام.
از صفحهٔ اصلی اپلیکیشن، به قسمت «کتاب‌های من» برید. زیر جلد هر کتاب یک تصویر سه‌نقطه (...) هست. روی اون بزنید. از فهرست بازشده، «گزینه‌های حذف» رو انتخاب کنید. اگه می‌خواید فایل‌های کتاب از حافظهٔ دستگاهتون حذف بشه اما تصویر جلد کتاب توی کتابخانه‌تون بمونه، دکمهٔ «حذف فایل‌های کتاب» رو بزنید. اگه می‌خواید تصویر جلد کتاب هم از کتابخانه‌‌تون حذف بشه، دکمهٔ «مخفی‌کردن» رو بزنید. نگران کتاب‌های حذف‌شده نباشید. هر وقت بخواید، می‌تونید دوباره اون‌ها رو به‌صورت رایگان بگیرید. 

اگر از آیفون و سیستم عامل ios استفاده می‌کنید:

دوست عزیز، سلام.
از صفحهٔ اصلی اپلیکیشن، به قسمت «کتاب‌های من» برید. انگشتتون رو روی جلد کتابی که می‌خواید حذف کنید، نگه دارید و گزینهٔ حذف رو بزنید. اگه می‌خواید تصویر جلد کتاب هم از کتابخونه‌‌تون حذف بشه، گزینه‌ٔ مخفی کردن و حذف از آرشیو رو انتخاب کنید. نگران کتاب‌های حذف‌شده نباشید. هر وقت بخواید، می‌تونید دوباره اون‌ها رو به‌صورت رایگان بگیرید. 

اگر از نسخه ویندوز استفاده می‌کنید:

دوست عزیز، سلام.
پایین کتاب روی علامت «سه نقطه» بزنید و گزینهٔ «حذف کتاب» رو انتخاب کنید. نگران کتاب‌های حذف‌شده نباشید. هر وقت بخواید، می‌تونید دوباره اون‌ها رو به‌صورت رایگان بگیرید."
کتاب‌های من,چطور می‌توانم اندازهٔ قلم را هنگام مطالعه تغییر دهم؟,"اگه کتاب موردنظرتون فرمت ای‌پاب (epub) داره: 

دوست عزیز، سلام.

کتاب رو باز کنید. وارد صفحه‌ٔ متن بشید. با انگشت بزنید وسط صفحه. بالای صفحه یه نوار ظاهر می‌شه. روی تصویر چرخ‌دنده بزنید. گزینه‌های جدیدی بهتون نشون داده می‌شه. اگه روی حرف «الف» بزرگ بزنید، اندازه‌ٔ قلم بزرگ می‌شه و اگه روی حرف «الف» کوچک بزنید، اندازه‌ٔ قلم کوچک می‌شه.

اگه کتاب موردنظرتون فرمت پی‌دی‌اف (pdf) داره:

دوست عزیز، سلام.

توی کتاب‌های پی‌دی‌اف امکان تغییر اندازهٔ قلم وجود نداره، ولی می‌تونید تصویر رو بزرگ کنید. برای این کار، دو انگشت خودتون رو در حالی که به هم چسبیده‌ن، روی نمایشگر نگه دارید و کم‌کم فاصلهٔ انگشتاتون رو بیشتر کنید (مثل حالت زوم‌کردن عکس)."
کتاب‌های من,جابجایی صفحات کتاب,"دوست عزیز، سلام.
در مورد کتاب‌های ای‌پاب (ePUB) روی صفحهٔ کتاب ضربه بزنید تا پایین صفحه یه نوار ظاهر بشه. با کشیدن علامت رنگی نوار (شبیه چوب‌الف) به چپ یا راست می‌تونید بین صفحات کتاب جابه‌جا بشید.
توی کتاب‌های پی‌دی‌اف، وسط صفحهٔ کتاب ضربه بزنید تا یه نوار پایین صفحه ظاهر بشه. بالای این نوار، مستطیل کوچکی وجود داره که شمارهٔ صفحهٔ فعلی و تعداد صفحات کل کتاب رو نشان می‌ده. روی اون بزنید. در کادری که باز می‌شه، شمارهٔ صفحهٔ دلخواهتون رو بنویسید و «تأیید» رو بزنید تا به اون صفحه منتقل بشید."
کتاب‌های من,کتابهای نشان شده کجاست,"اندروید:

دوست عزیز، سلام.

به قسمت «کتاب‌های من» برید. بالای صفحه روی نوار «قفسه‌ها» بزنید. در صفحهٔ جدید، بین اسم قفسه‌ها، دکمهٔ «نشان‌شده» رو پیدا کنید و بزنید روش. در صفحهٔ جدید می‌تونید کتاب‌های نشان‌شده‌تون رو ببینید.


آی‌اواس:

دوست عزیز، سلام.

به قسمت «کتاب‌های من» برید. بالای صفحه روی «همهٔ کتاب‌ها» بزنید. «نشان‌شده‌ها» رو انتخاب کنید.

وب:

دوست عزیز، سلام.

فهرست کاربری رو باز کنید. روی گزینهٔ «کتاب‌های من» بزنید. در صفحهٔ جدید، بالای صفحه، روی عبارت «نشان‌شده‌ها» بزنید.

ویندوز:

دوست عزیز، سلام.

بالای صفحه روی «کتابفروشی» بزنید.فهرست کاربری رو باز کنید. روی گزینهٔ «کتاب‌های من» بزنید. در صفحهٔ جدید، بالای صفحه، روی عبارت «نشان‌شده‌ها» بزنید."
کتاب‌های من,طریقه جست‌وجو داخل متن کتاب,"دوست عزیز، سلام.

اگه کتابتون فرمت ای‌پاب (ePUB) داره، روی متنِ کتاب بزنید تا بالای صفحه نوار امکانات ظاهر بشه. روی تصویر «ذره‌بین» بزنید و عبارت موردنظرتون رو جست‌وجو کنید. کتاب‌های پی‌دی‌اف، جست‌وجوپذیر نیستن."
کتاب‌های من,مشکلات مربوط به متن کتاب ها,"دوست عزیز، سلام.

ممنون که به ما کمک می‌کنید خدمات بهتری داشته باشیم. لطفاً تصویر این مشکل رو برامون بفرستید تا بتونیم دقیق‌تر بررسی و پیگیری کنیم."
کتاب‌های من,وارد نسخه ویندوز شدم اما کتاب هام رو نمیبینم,"دوست عزیز، سلام.

نگران نباشید. همۀ کتاب‌هاتون محفوظه و تغییر سیستم‌عامل باعث حذف اون‌ها نمی‌شه. اگر کتاب‌هاتون رو در قسمت «کتاب‌های من» نمی‌بینید، در بالای صفحه، سمت چپ، تیک آیکون «دانلودشده‌ها» رو بردارید تا همۀ کتاب‌هاتون نمایش داده بشه.

اگرنیاز به خروج داشت:

دوست عزیز، سلام.

لطفاً یک بار از حساب کاربری خود خارج شوید و دوباره وارد شوید. همچنین اگر کتاب‌هاتون رو در قسمت «کتاب‌های من» نمی‌بینید، در بالای صفحه، سمت چپ، تیک آیکون «دانلودشده‌ها» رو بردارید تا همۀ کتاب‌هاتون نمایش داده بشه. اگه مسئله رفع نشد، به ما اطلاع بدید تا پیگیری کنیم."
کتاب‌های من,مواردی که نیازه کتاب رو از کتابخونشون حذف کنن,"اندروید و آی‌اواس:

دوست عزیز، سلام.

لطفاً کتاب رو از کتابخونه‌تون حذف کنید. توی قسمت «جست‌وجو» اسم کتاب رو جست‌وجو کنید. کتاب رو انتخاب کنید و دکمهٔ «دریافت» رو بزنید. در صورت برطرف‌نشدن مشکل بهمون اطلاع بدید تا پیگیری کنیم.

ویندوز:

دوست عزیز، سلام.

لطفاً به قسمت «همهٔ کتاب‌ها» برید و کتاب رو از اون‌جا حذف کنید. بعد، دوباره در قسمت «حذف‌شده‌ها» کتاب موردنظرتون رو پیدا کنید و گزینهٔ «بازگردانی» رو بزنید. در صورت برطرف‌نشدن مشکل بهمون اطلاع بدید تا پیگیری کنیم."
کتاب‌های من,مشکل برگشت به صفحه اول در کتاب های پی دی اف,"پیام رفع مشکل:
دوست عزیز، سلام. 
مشکلی رو که گزارش داده بودید، بررسی کردیم. در‌حال‌حاضر این مشکل برطرف شده. کافیه دستگاهتون رو خاموش و روشن (ری‌استارت) کنید و کتاب رو دوباره دریافت کنید تا بدون مشکل بتونید کتاب رو مطالعه کنید. 
در صورت رفع نشدن مشکل:
مشکل رو برای بررسی دقیق‌تر به همکارانمون منتقل می‌کنیم. تا وقتی که برطرف بشه، امکان استفاده از نسخهٔ ویندوز رو دارید؟
اگر پاسخ کاربر منفی باشد:
از اونجایی که ممکنه حل این مشکل زمان‌بر باشه، ما می‌تونیم هزینهٔ کتاب رو به اعتبار کیف پولتون اضافه کنیم تا برای خرید کتاب دیگه‌ای ازش استفاده کنید. البته کتاب همچنان توی کتابخونه‌تون باقی می‌مونه و بعد از برطرف‌شدن مشکل، می‌تونید بدون پرداخت هزینه مطالعه‌ش کنید."
کتاب‌های من,در جواب مشکلات مربوط به متن کتاب یا بارگزاری ناقص کتاب ها,"دوست عزیز، سلام.

مشکلتون رو برای بررسی دقیق‌تر به همکارانمون منتقل می‌کنیم و نتیجه رو بهتون اطلاع می‌دیم. از همراهی‌تون ممنونیم."
کتاب‌های من,چطور کتاب‌ی که حذف کردم رو برگردونم؟,"دوست عزیز، سلام.

توی اپلیکیشن طاقچه، قسمت «جست‌وجو»، اسم کتاب موردنظرتون رو جست‌وجو کنید. از بین نتایج جست‌وجو، کتاب موردنظرتون رو انتخاب کنید تا به صفحهٔ جزئیات کتاب برید. روی دکمهٔ «خرید» بزنید تا کتاب به‌صورت رایگان دانلود بشه و دوباره توی کتابخونه‌تون قرار بگیره.

در صورت نیاز به توضیح بیشتر:

دوست عزیز، در‌حال‌حاضر این امکان وجود نداره که توی اپلیکیشن بتونید از قسمت «کتاب‌های من» این کار رو انجام بدید. لازمه طبق راهنمایی‌ای که کردیم، از قسمت «جست‌وجو» کتاب رو پیدا کنید. البته شما می‌تونید نسخهٔ ویندوز طاقچه رو نصب کنید و از قسمت «حذف‌شده‌ها»، فهرست کتاب‌هایی رو که حذف کردید، ببینید و هرکدوم رو خواستید، به کتابخونه‌تون برگردونید. همین‌طور اگر مایل باشید، می‌تونیم فهرست خریدهاتون رو براتون بفرستیم تا کتاب‌هایی رو که خریدید، بررسی کنید و اون‌هایی رو که مدنظرتون هست، از قسمت «جست‌وجو»ی اپلیکیشن طاقچه، دوباره به کتابخونه‌تون اضافه کنید."
کتاب‌های من,چطور میتونم یادداشت هایی که گذاشته ام را یکجا ببینم,"ios: 

دوست عزیز، سلام.

وارد کتاب موردنظرتون بشید (کتاب رو در حالتی قرار بدید که مطالعه‌ش می‌کنید). روی سه خطی که در بالای صفحه سمت راست قرار داره، بزنید. در صفحهٔ جدید، بالای صفحه، روی زبانهٔ «یادداشت» بزنید. همهٔ هایلات‌ها و یادداشت‌هاتون دربارهٔ این کتاب به شما نشون داده می‌شه.

اندروید:
دوست عزیز، سلام.

وارد کتاب موردنظرتون بشید (کتاب رو در حالتی قرار بدید که مطالعه‌ش می‌کنید). وسط صفحهٔ گوشی‌تون بزنید تا یه نوار در بالای صفحه ظاهر بشه. روی سه خطی که سمت چپ نوار قرار داره، بزنید. در صفحهٔ جدید، بالای صفحه، روی زبانهٔ «یادداشت‌ها» بزنید. همهٔ هایلایت‌ها و یادداشت‌هاتون دربارهٔ این کتاب به شما نشون داده می‌شه.
"
کتاب‌های من,چطور می‌توانم کتابخانه‌ام را قفسه‌بندی کنم؟,"اندروید:

دوست عزیز، سلام.
برای ساختن قفسه، به قسمت «کتاب‌های من» برید و گزینهٔ «قفسه‌ها» رو انتخاب کنید. روی «ساختن قفسهٔ جدید» بزنید. اسمی برای قفسهٔ جدید بنویسید و دکمهٔ «ثبت» رو بزنید. بعد از ساختن قفسهٔ جدید، کتاب‌های جدیدی رو که می‌خرید، می‌تونید به قفسهٔ موردنظرتون اضافه کنید. برای انجام این کار به قسمت «کتاب‌های من» برید و کتاب موردنظرتون رو انتخاب کنید. زیر جلد کتاب، روی سه‌نقطه بزنید. گزینهٔ «قرار دادن کتاب در قفسه» رو انتخاب کنید و اسم یکی از قفسه‌هایی رو که ساختید، انتخاب کنید و «ثبت» رو بزنید.

آی‌او‌اس:

دوست عزیز، سلام.

متأسفانه در‌حال‌حاضر امکان قفسه‌بندی کتابخانه در نسخه آی‌او‌اس وجود نداره. حتما بازخوردتون رو به همکارانمون منتقل می‌کنیم تا در صورت امکان در نسخه‌های بعدی این امکان براتون فراهم بشه.
سپاس از همراهی شما."
کتاب‌های من,وقتی وارد نرم افزار ویندوز میشم بهم فروشگاه رو نشون میده و نمیتونم کتاب هام رو ببینم,"دوست عزیز، سلام.
برای اینکه از بخش «کتابفروشی» به «کتاب‌های من» برید، لازمه روی تصویر کوچیک خونه (بازگشت به کتابخانه) که سمت راست بالای صفحه قرار داره، بزنید."
کتاب‌های من,سینک نبودن هایلایت ها در موبایل و نسخه ویندوز,"کسی که در ویندوز هایلایت‌ها را نمی‌بیند:

دوست عزیز، سلام.

برای هم‌گام‌شدن نسخهٔ موبایل و ویندوز، وارد نسخهٔ ویندوز بشید و در بالای صفحه، سمت راست، روی دایرهٔ همگام‌سازی بزنید.

کسی که در گوشی هایلایت‌ها را نمی‌بیند:

دوست عزیز، سلام.

برای هم‌گام‌شدن نسخهٔ موبایل و ویندوز، وارد نسخهٔ ویندوز بشید و کتابی رو که هایلایت کردید (اگر هنوز بازه)، یک بار ببندید."
کتاب‌های من,زمانی که برای دریافت مجدد کتاب خرید نمایش داده میشه,"دوست عزیز، سلام.

جای نگرانی وجود نداره. خریدتون موفق ثبت شده و زمانی که روی دکمهٔ‌ خرید بزنید کتاب به صورت رایگان دانلود میشه و به کتابخونه‌تون برمی‌گرده. در صورتی که با مشکلی مواجه شدید بهمون اطلاع بدید تا پیگیری کنیم."
کتاب‌های من,امکان رفرنس دادن کتاب‌ها وجود داره؟,"دوست عزیز‌، سلام.

در کتاب‌های با فرمت پی‌دی‌اف از اونجایی که فایل اسکن شده نسخه فیزیکی هستن این امکان وجود داره. اما در کتاب‌های با فرمت ای‌پاب با توجه به اینکه تعداد صفحات در دستگاه‌های مختلف متفاوت هستش لزوما شماره صفحات با نسخه فیزیکی مطابقت نداره و امکان ارجاع به اون وجود نداره."
کتاب‌های من,کتاب‌هایی که روی یک دستگاه امکان مطالعه دارند,"دوست عزیز، سلام.

این کتاب به درخواست ناشر تنها روی یک دستگاه‌ قابلیت مطالعهٔ دارد و امکان مطالعهٔ اون در دو دستگاه وجود نداره. مایل هستید که در کدوم یکی از دستگاه‌های متصل به حساب کاربری‌تون کتاب رو مطالعه کنید؟
"
کتاب‌های من,انتقال کتاب به خوانده‌ شده‌ها,"دوست عزیز،‌ سلام.

اگه مایل نیستید کتاب‌هایی که مطالعه کردید رو در قسمت «کتاب‌های من» ببینید لازمه اون رو به قسمت خوانده شده‌ها ببرید. برای اینکار روی سه نقطه زیر جلد کتاب بزنید و گزینه «افزودن به خوانده شده‌ها» رو انتخاب کنید.
توجه داشته باشید که بعد از هربار بستن برنامه لازمه در قسمت «کتاب‌های من» آیکون «نمایش خوانده شده‌ها» رو خاموش کنید تا لیست کتاب‌های خوانده شده رو مشاهده نکنید."
کتاب‌های من,جست‌و‌جو کتاب مخفی شده,"دوست عزیز، سلام.

کتاب به درخواست ناشر از طاقچه حذف شده و امکان دریافت اون وجود نداره. البته این کتاب برای کاربرانی که اون رو از قبل خریداری کرده‌ن، همیشه در دسترسه و اون کتاب از کتابخونه‌شون در طاقچه حذف نمی‌شه. توجه داشته باشید که عنوان کتاب رو در بخش جست‌وجوی کتاب‌های من (کتابخونه‌تون) وارد کنید تا بهتون نمایش داده بشه. اگر در هر قسمتی با سوال یا مشکلی مواجه شدید باهامون در ارتباط باشید تا راهنمایی‌تون کنیم."
کتاب‌های من,جست‌‌و‌جو معنی کلمات در کتاب,"اندروید:

دوست عزیز، سلام.
وقتی دارید در کتابخوان ای‌پاب (ePUB) کتاب می‌خونید، انگشتتون رو چند ثانیه روی کلمه‌ای که می‌خواید معنی اون رو جست‌وجو کنید، نگه دارید تا گزینه‌های «علامت»، «یادداشت»، «ویکی‌پدیا»» و «اشتراک» ظاهر بشن. با انتخاب گزینهٔ «ویکی‌پدیا» می‌تونید معنی کلمهٔ مورد نظرتون رو در ویکی پدیا مشاهده کنید.
یادآوری: در کتابخوان پی‌دی‌اف (PDF) این امکانات وجود نداره.

آی‌او‌اس:

دوست عزیز، سلام.
این امکان در حال حاضر در نسخهٔ آی‌او‌اس طاقچه وجود ندارد.
"
نصب اپلیکیشن,نمی‌توانم طاقچه را از اپ‌استور نصب کنم.,"دوست عزیز، سلام.

 اسم برنامهٔ طاقچه رو توی اپ‌استور (TaqReader) گذاشتیم. اسم برنامه رو به‌خاطر تحریم‌ها عوض کردیم، اما مشکلی نیست. دکمهٔ (Subscribe) رو بزنید. اگه این دکمه رو نمی‌بینید، برنامه رو ببندید و دوباره باز کنید. در این مرحله آدرس ایمیل ازتون پرسیده می‌شه. عبارت (salam) رو وارد کنید. توی صفحه‌ٔ بعد به‌جای کد فعالسازی عدد 1234 رو بنویسید تا وارد برنامه بشید."
نصب اپلیکیشن,امکان نصب طاقچه از گوگل پلی وجود ندارد؟,"دوست عزیز، سلام.

در‌حال‌حاضر و به‌صورت موقت نرم‌افزار طاقچه روی گوگل‌پلی در دسترس نیست. داریم مسئله رو پیگیری می‌کنیم. پیشنهادمون اینه که تا رفع مسئله، طاقچه رو از مایکت، کافه بازار یا به‌صورت مستقیم از سایت طاقچه دانلود کنید: taaghche.com/download"
نصب اپلیکیشن,آیابرنامه قابل نصب روی حافظه جانبی هست که انتقال بدم,"دوست عزیز، سلام.

فایل‌های رمزنگاری‌شدهٔ کتاب توی حافظۀ اصلی گوشی ذخیره می‌شن و نمی‌شه روی حافظۀ جانبی ریختشون. این محدودیت به‌خاطر حفاظت از امنیت فایل‌ها و برای حفظ حقوق ناشر و مؤلف وجود داره."
نصب اپلیکیشن,مشکلاتی که با به‌روز رسانی برطرف میشود,"جواب پیش‌فرض برای همه:
 
دوست عزیز، سلام.

مشکلی رو که گزارش کردید، بررسی کردیم. در‌حال‌حاضر شما از نسخهٔ ... استفاده می‌کنید. لطفاً برنامهٔ طاقچه رو به نسخهٔ ... به‌روزرسانی کنید تا مسئله برطرف بشه. اگه باز هم مسئله باقی بود، به ما اطلاع بدید تا پیگیری کنیم.

اگر دستگاه آی‌اواس داشت و مشکل نصب داشت:

دوست عزیز، سلام.

لطفاً عنوان taq reader رو توی اپ‌استور جست‌وجو کنید و آخرین نسخۀ نرم‌افزار رو بگیرید تا مسئله رفع بشه. اگه باز هم مسئله باقی بود، به ما اطلاع بدید تا پیگیری کنیم.

برای کاربرانی که می‌خوایم پیشنهاد بدیم بهشون:

دوست عزیز، سلام.

برای اینکه تجربهٔ‌ کاربری بهتری داشته باشید و با اختلالی مواجه نشید لطفاً آخرین نسخهٔ‌ اپلیکیشن طاقچه رو به‌صورت مستقیم از سایت طاقچه دانلود کنید: http://taaghche.com/download"
نصب اپلیکیشن,لینک نصب طاقچه,https://taaghche.com/download
نصب اپلیکیشن,کتاب رو از وب سایت خریده و نمیتونه مطالعه کنه,"دوست عزیز، سلام.

لازمه اپلیکیشن طاقچه رو نصب کنید و با همین شماره‌موبایل / ایمیل وارد بشید. به قسمت «کتاب‌های من» برید تا بتونید به کتاب دسترسی پیدا کنید."
نصب اپلیکیشن,وقتی میخوام واردشم خطا دربرقراری ارتباط رونمایش میده,"دوست عزیز، سلام.

لطفاً از خاموش‌بودن فیلترشکنتون اطمینان پیدا کنید، بعد دوباره وارد طاقچه بشید. اگر همچنان مشکل باقی بود، به ما اطلاع بدید تا مسئله رو بررسی کنیم."
نصب اپلیکیشن,چطوری میتونم به طاقچه اجازه دسترسی به فایل بدم,"دوست عزیز، سلام. 

وارد قسمت Settings (تنظیمات) دستگاه موبایلتون بشید. به قسمت Apps (برنامه‌ها) برید. روی Permission Manager (مدیریت جواز) بزنید. در صفحهٔ جدید، اپلیکیشن طاقچه رو انتخاب کنید و دسترسی به فایل‌های داخلی‌تون رو فعال کنید. با این کار می‌تونید به فایل‌های کتاب صوتی خریداری‌شده‌تون دسترسی داشته باشید."
نصب اپلیکیشن,نحوه کار با نسخه نابینایان,"دوست عزیز، سلام.

طاقچه به جمع برنامه‌های دسترس‌پذیر برای نابینایان اضافه شده. استفاده از این ویژگی، با بقیهٔ برنامه‌های دسترس‌پذیر تفاوتی نداره. برای استفاده از این امکان، لازمه یکی از نرم‌افزارهای واسطی که مخصوص این کار هستن، روی دستگاه نصب باشه. با فعال کردن نرم‌افزار واسط و ورود به طاقچه، می‌تونید انگشتتون رو روی قسمت‌های مختلف طاقچه بذارید تا عنوان متنی اون قسمت براتون خونده بشه.
امیدواریم این امکان طاقچه برای نابینایان و کم‌بینایان عزیز مفید بوده باشه و دسترسی‌شون رو به کتاب‌های دلخواهشون آسون‌تر کرده باشه."
